id	imdbID	max_gross
374	110989	38087756
375	111054	1607319
376	110997	46815748
377	111257	121248145
378	111256	20664501
379	111438	44853581
380	111503	146282411
381	111693	50021959
382	111742	65012000
383	111756	25052000
384	280486	30160161
385	110455	934550
386	111048	63649
387	110399	29392418
388	108330	4104962
389	109454	734406
391	110186	20851521
392	108069	69870
393	111301	33423521
397	101540	79100000
402	400717	85105259
404	109339	42952
405	110027	13994773
406	109785	518663
407	113409	8946600
408	109021	19604000
409	109035	16036534
410	106220	48919043
412	106226	32000000
413	109068	5370000
414	109067	21011500
415	106292	20208496
416	109198	15240435
417	497465	3755575
419	106400	44029386
420	109254	42610000
421	109279	4630377
423	109303	30155037
424	109305	22355000
425	109306	3359465
427	106471	1796389
428	106489	17266971
429	109361	3662459
430	337909	151393
431	106519	36948322
432	109439	43522360
433	109443	7503192
434	106582	84049211
435	106598	21274717
436	109456	19721814
437	109480	11384038
438	109493	20277185
440	106673	63270710
441	106677	7993039
442	106697	58055768
443	109729	2155385
444	106834	1710000
445	106873	7852653
446	106332	5216888
447	109783	3134081
448	446059	10590244
449	106880	238230
450	111732	20043254
451	106926	9488998
452	111712	6243722
453	106941	10997166
454	106918	158348367
455	106965	77698625
456	109842	8094616
457	106977	183875760
458	107004	13736475
459	971209	5948555
460	109891	18438164
461	109913	2408311
462	109920	2308390
463	107057	22886222
464	107076	32534954
465	107096	5864949
466	107144	38911970
468	112966	10904930
469	107151	6265311
470	110064	19281235
471	110074	2869369
472	110097	10209111
473	110123	28864707
474	107206	102314283
475	107207	25096862
476	110137	8880705
477	108551	39100956
478	110197	3692874
479	107286	12136938
480	107290	402453882
481	107302	2395231
482	110265	418953
483	107322	1299318
484	110305	9979683
485	107362	50016394
486	107413	12440858
487	110353	16821273
488	107468	1499795
489	107478	44942695
490	107497	46044636
491	107501	24760338
492	107507	11285588
493	107554	27900000
494	116253	56569216
496	111689	327482
497	107616	22551000
498	107611	8315975
499	107613	3125424
501	107653	1769305
502	110657	8914777
503	110649	245217
504	110678	15340000
505	110687	7138449
506	107756	5289772
507	107808	31160784
509	107822	40158000
510	107840	27515786
511	107889	23004026
512	111003	8638072
513	110939	1299060
514	110955	11439193
515	107943	22954968
516	110971	24332324
517	107969	63095271
518	111001	6507514
519	107978	10696210
520	107977	35699287
521	107983	3275585
522	105275	175340
523	108000	1001437
524	108002	22750363
525	108026	57115
526	105032	662341
527	108052	96067179
528	102266	59509925
529	108065	7266383
531	108071	31181347
532	111127	7881335
534	108101	25842000
535	108122	6110979
536	111194	3428774
538	108149	6410676
539	108160	126533006
540	108162	36300000
541	83658	6150002
542	108186	36448200
543	108174	11585483
544	108238	23798623
546	108255	20915465
547	111323	7690013
548	111400	16478900
549	108328	1567543
550	111418	14815000
551	107688	50003043
552	108333	53898845
555	108399	12281500
556	57012	9164370
558	110763	13670688
559	841044	173641
560	109226	73956
562	114906	4771000
563	107002	378854
565	104029	621392
566	110623	1038959
567	107315	2093370
568	106408	735192
569	110363	12211068
570	107349	309117
571	111709	214380
572	109828	113727
573	107225	1113435
574	111252	1359736
575	110366	51764950
577	109120	16819465
579	108059	147394
580	110892	3021629
581	112651	1507800
582	107642	315420
583	109382	472598
585	112572	46576136
586	99785	285761243
587	99653	217631306
588	103639	217350219
589	103064	204843350
590	99348	184208848
593	102926	130742922
594	29583	184925485
595	101414	218967620
596	32910	84254167
597	100405	178406268
598	110719	255088
602	109934	527274
603	112606	12100000
605	117247	46151454
606	112625	13940383
608	116282	24611975
609	116552	31208000
611	116514	16675000
612	117283	2319236
616	65421	55675257
617	113083	1162000
618	118001	592871
621	107471	556000
626	117891	34565500
627	113613	442965
628	117381	56116183
630	115837	290978
631	115509	8620500
632	114671	230187
633	112844	168614
635	116275	10118000
637	117608	30356793
638	113448	218626
639	116414	4903000
640	116095	17000000
641	111543	1000000
645	113947	937000
647	115956	59031057
648	317919	134029801
649	109028	337560
650	117071	3301000
653	116136	51367375
656	83511	78868508
659	54189	618090
660	426931	13243069
661	116683	28934758
662	116287	20754000
663	116768	2653000
664	116269	2104000
667	112536	684351
668	48473	536364
670	52572	16000
671	117128	1007306
673	117705	27528529
679	114307	470768
680	58898	15973
685	113443	616663
687	109491	350354
688	114048	24700000
690	111613	91145
691	117104	10070000
692	117688	2228668
694	117774	14635000
695	139668	5276109
697	116289	1598051
698	109593	62949
702	119094	23387530
703	1078188	13024
704	177789	7012630
706	117784	10000000
707	117107	11500000
708	117979	33725000
709	95776	73450885
710	115851	9255027
711	116322	19381000
713	110712	19710
714	112817	1037847
715	113362	1839000
718	108500	659810
719	117108	20100000
720	118114	23134
724	115963	24881000
725	116448	7874000
726	206275	91057006
731	116508	5005000
733	117500	134069511
734	116405	197322
735	109592	253969
736	117998	241721524
737	115624	3794000
741	113568	515905
742	117894	5679046
743	117723	25830000
747	117768	1593929
748	115571	13590000
750	57012	9164370
753	113849	2196534
754	113188	6029091
757	1233247	21372
759	110480	62186
760	108211	77848
761	120915	474544677
762	117765	33109743
764	88258	30835
765	116669	58620973
766	116594	1814290
767	113211	117161
771	450188	2046848
778	117951	262000
779	118523	1315445
780	116629	96102252
781	117737	3503000
782	116277	6271406
784	115798	60240295
785	116778	5582000
786	116213	101295562
788	117218	128814019
789	100990	52148
798	116040	33023469
799	116365	16759216
801	116493	9580000
802	117333	104636382
803	118113	184987
804	117628	2088492
805	117913	108766007
806	115530	164109
807	114266	36471
808	134618	3102191
809	116320	17100000
810	116756	7131000
813	116823	3779504
818	118073	7052045
827	112716	52609
828	115472	3832000
829	116707	1854000
830	116313	105489203
831	114550	74052
832	117438	136492681
833	962726	42030184
834	117332	658614
835	116353	141617
836	115857	7546000
837	117008	8209000
838	116191	240649
839	115986	9785111
840	116571	3121824
841	53459	19628
842	117826	2634170
846	113080	21963
847	115680	23567
848	117718	150049
849	116225	8912557
850	112767	38109
851	115632	83863
852	117918	10128834
853	94924	6908797
858	68646	415569
860	109255	172000
861	104558	5503000
862	116985	18665
864	452694	63414846
866	115736	900902
867	115836	1628482
869	116745	432183
870	119214	5784123
875	119807	11617767
877	116418	120608
879	120004	33956608
880	116654	9101987
881	116311	8434651
882	117965	1887791
885	101452	38037513
886	245803	11749241
887	120271	6876
889	430357	63450470
891	113253	15116634
892	117991	33451
893	117093	48661
896	111019	917915
899	45152	1729345
900	43278	4500000
903	52357	10783
904	47396	36764313
908	53125	13275000
909	53604	18600000
910	53291	25000000
911	56923	13474588
912	34583	197054
914	58385	72000000
917	113670	10019307
918	37059	7566000
919	32138	5354311
920	31381	198676459
921	84370	20123620
923	33467	288107
924	62622	56954992
925	39428	7000000
926	42192	10177
927	430770	26902075
929	32484	3484588
930	472198	23393472
931	38109	7000000
933	48728	8750000
934	101862	89325780
936	31725	1187000
940	29843	3981000
941	120746	94095523
945	27125	1782000
948	49261	177909
952	327437	10362264
957	114345	10400000
969	43265	8956810
971	51459	17570324
974	58946	64870
986	116329	4708044
987	118742	54547
988	116442	173654
990	117011	5611707
991	117039	11092559
992	117473	3132151
993	116635	195170
994	115678	185942
996	116830	17600000
997	115847	315752
998	117603	11807451
999	115438	11114000
1001	115580	4261304
1003	116259	6906546
1004	116421	20100000
1005	116000	6170358
1006	115862	14551359
1007	72653	36853000
1011	71607	38229000
1013	120783	66308518
1015	107131	41833324
1016	393735	16310058
1017	54357	40356000
1018	120317	6424617
1019	46672	28200000
1020	106611	68856263
1022	42332	85000000
1025	57546	22182353
1027	102798	165493908
1028	58331	102272727
1029	33563	1600000
1031	66817	17871174
1033	82406	63456988
1034	116361	295493
1035	59742	163214286
1036	95016	83008852
1037	104692	32101000
1038	118044	33258
1041	117589	60813
1042	117887	6208595
1043	117924	77725
1044	117791	2002000
1045	116928	32925
1046	115640	33931
1047	116908	9065363
1049	116409	38619405
1050	116913	33843
1051	117958	695229
1054	116404	2837711
1055	120107	1370831
1056	116722	31850
1057	116242	131678
1058	115600	30472
1059	117509	46351345
1060	117802	74118
1061	117665	49100000
1062	117781	23107
1063	97576	197171806
1066	358135	57890460
1068	39286	1300000
1071	109823	121548
1073	67992	4000000
1079	95159	63493712
1080	79470	140034
1081	84865	28215453
1083	59243	25333333
1086	46912	12562
1087	107468	1499795
1088	92890	3900000
1089	105236	2832029
1090	91763	138530565
1091	98627	30218387
1092	103772	117727000
1093	101761	35183792
1094	104036	62549000
1095	104348	10725228
1096	84707	202131
1097	83866	435110554
1100	99371	82670733
1101	92099	179800601
1102	115531	1910
1104	44081	8000000
1107	217630	15618626
1111	117040	35189
1112	117284	71912
1113	115580	4261304
1114	116378	41768
1115	368975	4171226
1116	113057	136153
1117	116581	328452
1119	272338	17844216
1120	117318	607652
1123	117320	48522
1124	82846	89213
1125	72081	41833347
1126	101775	13878334
1127	96754	54461047
1128	432291	11752917
1129	82340	25244700
1130	82533	17986000
1131	91288	4940939
1132	91480	3940542
1133	362269	169038
1135	81375	69847348
1136	71853	45487
1137	116587	30331
1138	112777	37092
1140	116212	711872
1142	192071	4134977
1147	118147	100221
1150	84589	261868
1153	91828	16209459
1163	110521	104767
1164	60304	11214
1167	116059	3213045
1168	115610	1055525
1171	103850	4479470
1172	95765	11990401
1173	97108	7724701
1174	109942	551359
1175	101700	1794187
1176	101765	1999955
1177	101811	13200170
1179	99703	13446769
1180	102014	4313173
1183	116209	278439
1184	102426	4532791
1185	97937	14743391
1186	98724	24741700
1187	105107	5414619
1188	105488	11738022
1189	96257	1209846
1190	101026	4087361
1191	102370	15012935
1192	100332	3779620
1193	73486	112000000
1194	78446	41590893
1196	80684	8756918
1197	93779	30857814
1198	82971	248159971
1199	88846	9929135
1200	90605	85160248
1201	60196	25100000
1202	94336	1544889
1204	56172	44824144
1208	78788	83471511
1209	64116	5321508
1210	86190	41131399
1211	93191	3806540
1212	41959	13576
1213	99685	46836394
1214	78748	3527881
1215	106308	11502976
1216	95250	3500000
1217	89881	90000
1219	54215	32000000
1220	80455	57229890
1221	71562	57300000
1222	93058	46357676
1224	97499	10161099
1225	86879	51973029
1227	87843	5321508
1228	81398	128590
1231	86197	21500000
1233	82096	26994
1234	70735	159616327
1236	427968	180271
1238	85859	5895761
1240	438488	65316217
1241	103873	242623
1242	97441	26830000
1243	100519	739104
1244	79522	646514
1245	100150	5080409
1246	97165	95860116
1247	61722	104945305
1248	52311	70725
1250	50212	44908000
1251	56801	11947
1252	71315	29200000
1254	40897	4307000
1257	88794	10297601
1258	81505	622337
1259	92005	52287414
1260	22100	6123
1261	92991	5923044
1263	77416	48979328
1264	82269	5672
1265	107048	70906973
1266	105695	101157447
1268	100436	11541758
1270	88763	210609762
1271	101921	82418501
1272	66206	61700000
1273	90967	1436000
1274	94625	553171
1275	91203	5900000
1278	72431	86300000
1279	102536	2015810
1280	101640	2603061
1282	32455	76408097
1285	97493	1108462
1287	52618	74700000
1288	88258	30835
1289	85809	1723872
1290	94006	18553948
1291	97576	197171806
1292	78841	30177511
1293	83987	52767889
1295	96332	10006806
1296	91867	20966644
1298	84503	22244207
1299	87553	34600000
1300	89606	8345266
1302	97351	64431625
1304	64115	102308889
1305	87884	2181987
1306	101458	752856
1310	116589	106599
1311	117550	120932
1312	116293	118114
1313	116953	41480
1317	116601	26011
1320	103644	55473600
1321	82010	30565292
1323	85159	6333135
1326	83550	12534817
1327	384806	65233369
1333	56869	11403529
1334	94761	8247943
1336	101492	9188150
1342	103919	25792310
1343	101540	79100000
1344	101540	79100000
1345	74285	33800000
1346	83722	7000000
1347	87800	25504513
1350	75005	4273886
1351	115710	420993
1352	115495	188050
1353	117057	12210868
1354	115751	110741
1355	403358	106425
1356	117731	30716131
1357	117631	162179
1358	117666	36644
1359	116705	12112267
1363	117372	48102795
1365	117477	48539
1366	115988	62995
1367	55254	144880014
1369	110171	111015
1370	95016	83008852
1371	79945	82258456
1372	102975	74888996
1373	98382	52210049
1374	84726	78912963
1375	88170	76471046
1376	92007	109713132
1377	103776	162831698
1378	96487	44726644
1379	100994	44143410
1380	77631	188755690
1381	77631	188755690
1382	100114	46044400
1383	115471	37536
1384	117773	56221
1385	105690	83363139
1387	73195	260000000
1388	73195	260000000
1389	85750	45517055
1390	117119	2860334
1391	116996	37771017
1392	115906	26709
1393	116695	153952592
1394	93822	22847564
1395	94155	25411386
1396	105435	51433000
1398	116621	5494725
1399	116999	57739
1401	116410	168012
1404	119783	2933255
1405	115641	20114233
1406	112769	76882
1407	117571	103046663
1408	104691	75505856
1409	465538	719910
1410	116240	5272449
1411	116477	148321
1412	117690	114309
1413	118163	3318
1414	323298	79560
1415	118100	128974
1416	116250	334440
1417	117364	134805
1422	119731	7962268
1423	71604	8556
1425	119115	3759480
1426	120550	2755382
1427	120390	4464008
1429	116704	5778933
1430	320691	21753759
1431	118708	12220920
1432	119664	18734917
1433	268695	22610437
1434	482606	52597610
1437	106535	322975
1438	118928	67127760
1439	119644	2131001
1440	106266	9745803
1441	106387	23202734
1442	119937	311253
1444	109949	73703
1445	119640	2128565
1446	116790	37795
1447	119225	3603049
1449	118111	2923982
1450	116754	89992
1453	118691	4080222
1454	120238	726207
1455	116565	50947
1456	119887	1817278
1457	119141	9714940
1458	120357	195236
1459	118548	16770220
1460	120317	6424617
1461	120434	12837927
1463	120318	5103075
1464	116922	212710
1465	120036	3154075
1466	119008	41909762
1468	118750	8005192
1471	118762	56224
1472	118859	1374839
1473	206634	179268
1474	119432	12812047
1475	116743	83499
1476	119951	14616333
1477	119572	3908725
1479	120053	16278873
1480	120152	107108
1482	338526	51748040
1483	375679	9107071
1484	116041	44928
1485	119528	181410615
1487	120094	11615722
1488	118972	42868348
1489	118829	1212189
1490	118663	2742679
1493	116931	22807
1495	120389	3301135
1496	26071	865000
1497	119013	5034914
1498	119381	2301138
1499	118615	65885767
1500	119229	6870397
1503	118541	2024516
1504	113314	62818
1507	119859	62518
1508	452694	63414846
1511	117050	36628
1513	120032	7429406
1514	116295	66471
1515	120461	49323468
1516	115886	35227
1517	118655	9548111
1518	95675	7179298
1519	772157	55198
1520	49833	93740000
1523	120383	19528
1525	120479	3277084
1526	119109	8776159
1527	119116	17031345
1528	116643	12918
1529	161860	22070
1531	116920	31176
1532	120190	3002040
1533	117398	21220
1535	119578	167345
1537	117615	88106
1538	120087	157049
1539	120394	74188
1541	118556	11446098
1542	115744	52534
1544	119567	229086679
1545	117359	178480
1546	117561	10580
1549	114303	59026
1550	120373	4903529
1551	118787	3504671
1552	118880	101117573
1554	114134	105922
1556	120179	48608066
1561	118127	27000
1562	118688	107325195
1563	119019	31777
1564	120034	45163
1566	119282	249567
1567	119502	12836
1569	119738	127120029
1570	105569	2550
1571	115856	247804
1572	57345	33284
1573	119094	23387530
1574	460791	79611
1575	116384	44619
1580	119654	250690539
1581	119848	7655948
1582	120512	2875117
1583	120133	2732880
1584	118884	100920329
1585	116930	49853
1586	119173	48169156
1587	82198	39565475
1588	119190	22878989
1589	118887	13510482
1590	119081	26673242
1591	120177	21210131
1592	118570	4720516
1593	119896	7809026
1594	119361	100006
1595	119152	992651
1596	118818	93303
1597	118883	75982834
1598	118966	5833412
1599	98384	83759091
1600	120112	3036081
1601	119311	10203522
1602	119509	3252450
1603	119675	25480490
1604	119695	10654369
1605	119086	6309583
1606	119484	3450145
1608	118571	172956409
1609	118531	2912400
1610	99810	122012643
1611	102494	6401336
1612	119465	114682
1613	120197	87028
1614	119360	63856929
1615	119051	7733445
1616	119874	41263140
1617	119488	64616940
1619	120102	37957682
1620	119468	60527873
1621	120169	11197897
1622	119457	61812
1623	120524	6038516
1624	120323	2931762
1625	119174	48323648
1626	119123	16228448
1627	120399	2730440
1628	72848	17793000
1629	119632	1378930
1631	118647	117608
1632	120151	1163576
1633	120402	89563
1635	119349	75183
1639	118842	52446
1640	119326	5736692
1641	119164	45950122
1642	116631	21322
1643	119280	76268
1644	119345	72586134
1645	118971	12170536
1646	120029	4472937
1647	119906	1937374
1648	119324	63266
1649	119107	23665
1650	120481	14352
1651	120303	11470
1652	120539	10179
1653	119177	4320202
1654	119095	3515323
1655	293508	51268815
1656	120257	163289
1657	335563	91798
1658	119535	2007279
1659	174856	452000
1660	119080	3287846
1661	119210	2704568
1662	118900	3286065
1663	83131	85297000
1665	118689	45319423
1666	119327	3620
1667	119592	4649742
1668	119832	978819
1669	120275	19746
1670	120490	89274
1671	119527	279103
1672	119978	10626507
1673	118749	26400640
1674	90329	68706993
1676	120201	54814377
1677	118901	43380
1678	107282	32861136
1679	118836	181233
1680	120148	834817
1681	119707	16771694
1682	120382	125618201
1683	120520	183610
1684	119723	90127
1686	119994	7403362
1687	119395	54930280
1688	118617	58406347
1689	120483	4604819
1690	103644	55473600
1693	118607	4661866
1694	118632	40969
1695	123385	79725
1696	118698	145222
1698	118764	436174
1699	118804	135606
1701	118954	356476
1702	119137	92977226
1703	119142	6015970
1704	119217	138433435
1707	119303	30882515
1711	119668	5233658
1713	119715	61917389
1715	119819	37446
1717	120082	101363301
1719	120255	73547
1721	120338	28638131
1722	120347	25143007
1723	315297	8904299
1725	119052	74181
1726	119925	17626234
1727	119314	75383563
1728	120521	34776
1729	119396	39673162
1730	119485	99608
1731	119718	6471459
1732	118715	17451873
1733	118566	50052
1734	119590	76212
1735	119223	9593290
1739	118539	375805
1742	119988	2422631
1743	129758	19845
1744	120670	3849308
1746	120820	5337651
1747	120885	124217
1748	118929	14378331
1750	120478	3033609
1753	120693	7722540
1754	119099	10401586
1755	120122	56240
1759	119815	32017
1760	120185	10527222
1762	118956	11203026
1769	120008	8046553
1770	120594	17436
1771	119784	125397
1772	118747	6129615
1776	206314	7347259
1777	120888	80245725
1779	120184	37020277
1780	118662	189083
1783	120782	2876753
1784	119822	148478011
1785	99939	2554476
1788	119657	22132
1791	1099212	69637740
1792	120873	57167405
1793	120491	19812
1794	119574	78151
1796	140282	555342
1797	120661	87178599
1798	118744	5742431
1799	120241	558081
1801	120744	56968902
1804	120769	4010245
1805	386117	77233467
1806	125454	5369800
1809	119250	59508
1810	119942	12045395
1812	120510	95875
1814	120793	43588
1816	124179	649423
1817	119560	44003
1819	120219	3073
1820	421238	185390
1821	120772	9725855
1822	120645	2006751
1824	119305	77910
1825	119905	8421172
1826	120598	2585292
1827	94737	114968774
1829	118851	97916
1831	120738	69117629
1833	120749	10104715
1834	120176	124011
1835	120632	78685114
1836	120728	277601
1837	120773	4810288
1839	120765	3117795
1840	124718	7610663
1841	119196	118278
1842	118229	14478
1843	120213	34488
1844	118819	59558
1845	120906	434840
1848	118755	6075079
1850	130019	33598
1851	119508	12784
1853	118577	45779
1854	120723	2308145
1855	120725	3316377
1856	138563	189652
1857	119987	83488
1858	117786	5442468
1859	120265	9688
1860	119448	37268
1862	120841	7274008
1863	120742	2087011
1864	120838	123104
1865	141986	54458
1866	120609	10809424
1867	120856	1110564
1869	120610	4809375
1870	118925	87983
1871	119952	105053
1872	1010048	141319928
1873	119683	5011840
1874	120211	86659
1875	118866	34838
1876	120647	140464664
1878	119094	23387530
1879	125128	45830
1880	119506	74859
1881	120800	6041602
1882	120685	136314294
1883	118798	141816
1884	120669	4335095
1885	120777	5881367
1886	131436	4449481
1887	119053	2837928
1888	119313	14210464
1889	278504	67355513
1891	200550	17319282
1892	120787	67638368
1893	116692	60888
1894	120828	16485276
1895	127723	8025910
1896	118894	76488
1897	139362	47499
1898	119494	20921
1899	125980	34358
1900	118849	20100
1901	150290	13721
1903	126938	1102036
1904	122529	1338335
1906	119717	30732
1907	120762	120620254
1909	120902	83898313
1910	126344	187631
1911	118998	144156605
1912	120780	12020435
1913	73540	27492
1914	120321	43574
1916	118789	2375097
1917	120591	54202675
1918	122151	130444603
1919	123987	6414668
1920	122718	14047592
1921	138704	31069
1923	129387	176484651
1925	93191	3806540
1926	19729	2808000
1927	20629	3270000
1928	166813	73280117
1929	22958	1235000
1931	26752	4460000
1941	116477	148321
1942	405676	3672366
1943	44672	36000000
1944	45793	30500000
1945	47296	9600000
1946	88763	210609762
1947	55614	43656822
1948	57590	37600000
1949	60665	28350000
1950	61811	24379978
1951	63385	16800000
1952	64665	44785053
1954	75148	117235247
1955	79417	106260000
1957	82158	58972904
1958	86425	4590002
1959	89755	87100000
1960	93389	43984230
1961	95953	172825435
1962	97239	106593296
1965	87995	3569083
1966	100142	2938208
1967	91369	12729917
1968	88847	45875171
1969	89686	29999213
1970	93629	44793222
1971	95742	12833403
1972	97981	22168359
1973	101917	34872033
1974	80761	39754601
1975	82418	21722776
1976	83972	36690067
1977	87298	32980000
1978	89173	21930418
1979	91080	19472057
1980	95179	19170001
1981	97388	14343976
1982	373883	58272029
1983	82495	25533818
1984	85636	14400000
1985	95271	17768757
1986	97474	11642254
1987	926129	20804941
1988	93176	2683519
1991	144120	32383850
1992	99253	28501605
1993	103956	14960255
1994	84516	76606280
1995	91778	40996665
1996	95889	14114488
1997	70047	232906145
1998	76009	30749142
1999	99528	26098824
2000	93409	65207127
2001	93409	65207127
2002	104714	144731527
2003	87363	148168459
2004	99700	41482207
2005	89218	61389680
2006	120746	94095523
2007	119910	92055
2008	117898	11327
2010	17136	19386
2012	99088	87727583
2013	69113	84563118
2014	322330	33100977
2015	54594	25381407
2018	34492	102797150
2019	47478	21830
2020	94947	34700000
2021	87182	30925690
2022	95497	7630564
2023	99674	66676062
2024	102757	1277401
2026	134619	7070714
2027	120741	6577961
2028	120815	30576104
2029	137386	117089
2030	119007	28024
2033	88814	21288692
2036	109287	30577969
2039	97053	8153677
2042	109520	45610410
2044	82263	16000000
2045	106868	12890752
2046	91059	18564613
2048	91149	38625550
2050	80861	18000000
2052	107120	39514713
2053	104437	58662452
2054	97523	130724172
2056	56095	21745500
2057	107131	41833324
2058	120768	13101455
2059	120783	66308518
2060	131857	3086105
2061	119165	5659
2062	120687	57799
2063	124115	68108
2064	98213	6706368
2065	89853	10631333
2068	83922	36365
2069	90203	7466662
